14.png,44.14709211416855,24.922350579943988,23.111279143037596,12307.555013069163,22635.94961276206,0.28350918652848744
15.png,42.04276537698206,14.144776810781115,11.831613419464897,14382.45366522092,27451.218794343033,0.30589108239976553
16.png,37.144077517704275,32.62553663054221,31.83843699706089,10079.702822833675,23664.854036183697,0.2085961479079744
17.png,32.910063070820804,36.42354312171774,38.289078521066514,10229.858010994325,24679.87790385962,0.060381803657395774
18.png,39.22018934911266,39.73039842209054,36.11272189349114,14666.296982521042,24866.707622627357,0.11880451411992057
19.png,11.045032187524168,8.490800563632696,7.36911470278514,12196.347454896648,13226.649046370861,0.0717673625091868
20.png,22.939157627774783,22.580577398931986,22.36960646949304,9666.19954342257,17204.27916809576,0.012589593553873285
21.png,46.94202617048196,38.022469088794296,36.31518141960519,11612.553185891416,30607.140754488333,0.2093347087297983
22.png,17.508056683302605,18.762041032165516,20.466814448536745,15888.06599425606,19912.775162797374,0.053864198360417934
24.png,38.56555154749793,15.231157816697635,13.035899079306173,12907.846080452366,23163.044121313626,0.2794992759198155
25.png,46.32447085237696,37.14404405775551,36.98214205104464,6155.306443523555,26781.31651507166,0.29123206749624747
27.png,30.185727871581673,26.276443856929404,22.976915245072163,16785.339642353334,25722.817227083917,0.11729975651037297
28.png,30.094568343665713,30.99864936033189,31.058070240846916,13349.3554674541,18720.898926338014,0.008707463761640128
30.png,14.679611025229141,17.553463973737543,20.25422478917391,8872.23931625662,13176.493743207699,0.13276041172430375
31.png,46.646782888748966,38.30995822539635,32.63557609279076,10790.545710644212,22828.027945268877,0.05315939548998797
32.png,41.8359346174342,37.66680430583044,36.006873135665,12474.827844059113,29019.62841120689,0.19461543745874152
34.png,26.8408600494514,25.532675627486135,24.637670125067366,16571.36613466784,17704.755406282573,0.04906928290505071
35.png,27.175932714889207,25.893208197335362,28.381976414768765,13091.123125595735,24027.89930075828,0.2571009542051581
36.png,46.409328952152904,45.23013355155243,44.46565705587668,10312.194765183955,24905.58698099929,0.2709029027370644
37.png,39.17594573964185,40.188415545193656,38.54103006676049,10386.609844814428,18935.15442051627,0.07725510245299595
38.png,33.61745162782155,27.69774881718275,26.779859966451557,13631.157819458831,20470.810138959896,0.06245879358441599
39.png,43.2905354245538,36.75846403461331,36.81189832341806,8162.110811887474,19186.966104021863,0.20699342244378122
40.png,28.567117360735516,24.58723634396974,24.489886425094642,15326.29505928962,19682.33701246838,0.07695492037477406
41.png,32.515235113421596,4.323145085066174,6.273605860113399,12285.483905497385,21904.452511018597,0.35392146231800803
42.png,17.37758163820883,8.044420604185921,6.845253704873445,11049.555511839044,20974.813327114924,0.32783310084550765
43.png,4.62766405876777,3.232717244401241,2.6083842299863265,13121.789099190742,16469.23821374661,0.16566914055652623
44.png,41.13158905720233,25.295682931516517,23.930608563057383,17257.97204435281,26341.56136429821,0.10675012747145651
45.png,34.88600426421456,1.5705726783770906,1.8118704165295028,5125.922099737586,15481.101400359661,0.47699125567706313
46.png,30.559439760014698,26.23185986665694,24.918625366138865,14864.005344061798,20098.14843522158,0.05236882049004832
47.png,34.645831700048014,39.94419363282575,36.266669551440266,7197.318730623105,24862.766958952667,0.18374552625547197
48.png,40.186735447442366,32.58139527283261,29.92882096073647,13310.682308774232,24436.013413464603,0.3019099493920861
49.png,34.12173227472543,29.412340805604423,27.18770544916702,14099.319265779803,22478.91651588628,0.06430648653684276
50.png,36.701143139354976,29.671080828137786,27.704968436594584,13445.3348403691,23002.258171228816,0.08344021736521981
52.png,41.9401331068605,20.065294914464904,16.73498061640469,16777.01383081989,25233.02685763568,0.20576656672982932
53.png,30.93501493904939,28.112768251222853,27.38647290976515,8404.109737692726,18500.719330929307,0.1945549435269265
