R_avg,G_avg,B_avg,Color_var,V_var,S_var,label
36.30628994,28.57068895,26.77930254,16906.87129,23999.76476,0.288476693,0
39.92837439,16.07418084,18.34880027,12635.15291,26727.68439,0.089522624,0
38.76333153,33.44023797,33.64791779,11794.66027,26442.71455,0.185958631,0
47.31341035,23.37237569,19.32778934,5977.779122,28921.77144,0.244669015,0
42.93937256,41.09892868,40.22844788,13004.02096,21374.5118,0.136310338,0
28.47131088,24.8915608,24.51802716,17835.30462,20436.92114,0.058908098,0
30.1994814,22.54261266,19.93016885,14072.74596,17312.72492,0.177438672,0
35.67202969,40.79690064,31.1095278,12425.96542,21849.14126,0.27334467,0
16.5139272,17.67485844,20.68560718,5404.04601,28043.17031,0.274729973,0
40.96462722,37.50063511,33.53196055,12920.65529,18129.12087,0.297560238,0
45.44162917,34.5204539,34.68079593,7039.885349,29295.9363,0.390177686,0
32.5563893,27.96763418,27.39839443,16116.89989,17936.67696,0.170065882,0
30.97504649,25.57969754,22.51509696,16164.13569,17967.3556,0.202680828,0
44.69355354,41.28909726,38.00075469,9178.863636,26408.76088,0.22011154,0
49.082415,42.580835,42.580835,4246.798406,38049.67803,0.114222479,0
44.7325713,16.55662275,12.84562968,6757.704613,31457.93887,0.362697985,0
45.84510093,35.60876497,18.33039159,11279.26298,27813.86955,0.189224995,0
30.20400427,26.93632034,28.20345423,9856.418431,26348.81455,0.146264891,0
41.32898412,40.30532993,40.4934372,13801.79347,19218.88843,0.129232177,0
24.54363272,26.07993123,24.18500577,8334.205593,22039.71246,0.12209648,0
30.94676518,28.13686505,27.66241356,13193.01912,21006.52355,0.143978496,0
35.39055549,34.57477248,32.99086873,13731.59449,21137.86413,0.020287911,0
31.06730174,30.06609061,29.92804135,11175.6913,20022.25195,0.00312791,0
43.88668304,37.11164784,38.00479057,12548.55989,26380.68962,0.127911868,0
35.65693851,27.78210593,21.60550876,10208.09149,20176.11939,0.25034686,0
45.91081349,42.55327778,42.91180159,7522.81792,27331.32632,0.082169098,0
20.63771653,27.30303108,42.03188786,6231.25514,21777.43124,0.161048767,0
28.08565728,28.06736593,31.47050667,13614.76993,25451.02322,0.271436168,0
30.87200542,28.46683951,27.58263687,17118.85451,19800.73165,0.039272018,0
36.33977617,31.10041979,29.84862038,10998.11547,25615.89398,0.26038952,0
46.24375499,43.94008552,44.52562798,10222.01956,22663.03627,0.138256008,0
29.35610298,35.17779913,36.56622785,11327.21969,27201.9629,0.180271182,0
34.41446221,32.15911362,29.91790343,15393.81168,22140.26207,0.024435367,0
30.84316781,27.63828755,25.61739307,7962.842626,19120.48672,0.043577626,0
27.38310136,36.6163575,44.58597837,11192.7941,23195.79574,0.167812355,0
37.89880325,37.22314826,38.48875616,13639.97863,19163.85106,0.018491365,0
14.47155865,16.64639052,14.24964081,6367.561024,16704.58555,0.208115882,0
29.7491524,26.68341966,25.17312227,9224.733411,12031.89873,0.124488812,0
31.05623502,28.12282673,25.16044292,9771.731211,17251.30186,0.027727472,0
45.03439697,44.29734992,42.74732288,5947.257972,25561.27328,0.070067316,0
32.56660598,28.04831981,28.04433406,14918.67125,22140.9024,0.183700275,0
33.83941001,32.44337541,30.01576254,8892.572611,18309.45698,0.107636674,0
27.29373529,32.38157264,34.91352624,10000.04697,21088.18023,0.124962181,0
31.21397619,29.70589066,27.53676229,11183.09943,20834.08435,0.118982544,0
23.20584671,21.54285425,19.95070221,11963.69335,14447.63381,0.016351698,0
37.04689173,13.85981556,14.9622341,11798.82327,30644.81127,0.272497934,0
35.62528816,30.21609436,27.94671342,14517.33151,28352.87295,0.364321102,0
40.89395254,38.01398061,38.06014631,14534.1478,20345.24861,0.174700461,0
44.6187703,18.8910003,19.27119843,11221.13452,28980.27479,0.189674013,0
32.26093784,38.38704912,39.21185419,10643.93653,22870.1136,0.124830416,0
38.59138813,33.09865971,30.67574398,15052.96919,27932.41664,0.186763987,0
26.13388769,30.95879265,29.25544969,6180.748733,21297.27299,0.188350751,0
36.38369585,27.65640269,26.66566911,8992.936764,24898.38895,0.282692121,0
17.24321382,24.03725985,27.16642184,10011.84078,22525.40081,0.243195734,0
20.27456279,37.95262931,32.83246395,7881.729794,26014.86697,0.265575983,0
28.72801003,18.34581475,24.8641676,9544.178874,29615.17575,0.273224471,0
41.32122568,30.95423108,33.21342266,6511.109404,26998.15987,0.132092697,0
34.69558389,34.10794814,34.01887079,13740.1147,20426.55542,0.113674258,0
42.60081821,41.72257727,41.3932833,14166.34921,21931.30629,0.065430542,0
32.75177993,30.06256468,22.16924627,8024.860974,20420.14544,0.070704149,0
26.19688834,17.16576902,17.85761039,16877.74461,19176.12063,0.166916911,0
30.64475315,16.68904582,16.68010517,6445.086094,20272.40322,0.182074552,0
46.09902408,44.1451981,36.65380764,12418.0042,20994.50059,0.205104775,0
43.69587985,42.72342143,42.39276929,12475.9182,19464.77396,0.155390754,0
47.96289152,45.20931755,40.554643,9101.773022,28106.95386,0.44190528,0
45.45945073,28.05292995,24.61027813,9006.116327,29863.44879,0.33407212,0
27.40320367,22.62224112,12.49880254,7873.581726,19724.73095,0.225506539,0
30.34590636,28.65361858,21.23201043,7675.448601,23298.28317,0.18764179,0
41.85217633,38.32486455,35.79008713,5427.755622,27230.3669,0.140979839,0
43.65084073,38.14370893,36.64597925,12879.57517,23117.12807,0.121136718,0
34.25775188,29.93738342,24.22378835,14293.59051,21188.53092,0.198107396,0
45.3400121,43.91151009,43.46926059,9323.636046,24666.3753,0.221870767,0
18.69313118,11.19790375,9.445924947,21344.89404,20693.85509,0.224547423,0
30.62239712,28.06150694,25.1466141,9451.072302,21999.10689,0.212199666,0
38.3188005,33.83826128,31.40271026,11105.47541,19510.89976,0.19762027,0
21.00890906,29.07911768,31.58324523,6569.863254,19913.93988,0.271138899,0
24.04762933,14.88833494,10.44923864,15747.73176,24654.13723,0.296133018,0
17.92688071,17.43913779,11.75493448,9764.911337,12617.14955,0.089015217,0
36.60923978,35.55475626,34.89349656,10640.05026,18366.94866,0.004293119,0
27.79423999,35.38216607,32.80498957,6413.715426,22065.54955,0.164117129,0
33.24012038,22.61494327,22.3134935,13295.01932,21955.64791,0.149736019,0
43.29053542,36.75846403,36.81189832,8102.767366,19259.45087,0.209094411,0
43.456,45.3363642,46.12664198,6648.799133,28940.65884,0.176296718,0
38.66381044,35.51427343,34.52538134,15024.85772,22746.42291,0.129793721,0
32.02236623,34.28996434,35.91058645,12499.62673,20752.29506,0.032977291,0
45.65747136,38.26594383,37.35212732,10821.41954,25044.75387,0.191546684,0
42.48402936,39.4858676,38.26350192,8566.750553,20964.85223,0.136267691,0
33.18867863,35.47718422,30.71101552,14572.31295,19514.798,0.075613374,0
25.70915962,33.07699113,27.25631454,10471.53848,20514.81645,0.089727977,0
30.24579999,27.34849026,21.38726168,14257.62498,22867.92911,0.157167116,0
46.74946,46.73772,46.73616,15725.79275,17451.64644,0.000261703,0
42.03496623,39.43910771,38.34811978,14712.68666,22424.82354,0.062302428,0
33.23969713,28.83190914,30.31357491,2244.860835,28843.04892,0.199806318,0
38.73560071,33.42653275,33.64535425,11761.33057,26438.71167,0.186107067,0
28.57359115,22.37194188,16.6185151,8767.994675,17722.58952,0.253492015,0
19.05146074,13.07406664,12.06641843,17895.41649,18911.82562,0.114903759,0
28.8367517,29.07055393,31.51611423,13490.14586,23780.09652,0.144905084,0
30.2638436,22.55476527,19.86377532,10750.07461,17988.24962,0.133732545,0
25.77637229,32.99731261,34.39753524,7287.791311,22504.41884,0.069951544,1
24.66228145,23.00453525,21.58317904,13053.69617,23987.59001,0.086649768,1
22.9177679,40.11723724,44.43993059,9575.073754,26672.21421,0.178045793,1
27.03187714,30.42289614,35.13475417,12622.95398,19535.93274,0.217151534,1
23.24291275,30.12624389,32.94176271,15190.7611,21599.9499,0.17757982,1
26.98040943,31.40755811,34.03966215,6287.12237,26391.23942,0.20330602,1
22.67244054,33.33773927,33.15716207,8638.080008,22414.14661,0.18003791,1
24.44060265,32.13358859,36.12746449,11282.24862,18308.57185,0.082581599,1
25.20795067,25.07417455,29.01539586,16464.60268,21567.92966,0.062120916,1
25.55459344,27.59760971,25.14968075,10373.06348,19120.92411,0.020381654,1
12.93177659,18.233641,27.79270382,11059.1693,20374.40121,0.249125761,1
27.99208362,32.2138879,32.9189534,10027.68441,20612.97097,0.107209563,1
26.81853103,35.76286814,40.4144211,4339.882939,23571.03096,0.268466591,1
28.52489107,37.11338496,36.83090091,9925.607951,22371.90612,0.202361687,1
32.92570833,35.20495955,37.391232,2993.185078,22663.08805,0.17719499,1
23.62599427,36.79427886,44.79082562,4097.825049,34005.23998,0.226664406,1
41.92904005,41.68649178,41.70849777,2246.415354,31301.09466,0.010536513,1
17.22063286,22.76130971,28.7200676,14194.3458,21010.55431,0.173209767,1
27.87939034,20.10502636,20.64392354,12972.07807,24010.01327,0.130869199,1
24.16966161,31.23573001,33.27418495,12767.55005,20257.86567,0.112221642,1
32.63562735,34.54099235,35.03495977,11010.64123,22424.04838,0.148501262,1
34.70299004,39.69073546,42.10664918,7090.36381,23413.9244,0.23027161,1
29.41463834,22.86842328,21.97829122,15255.08964,23568.01523,0.05811,1
23.27213227,30.30726996,34.9360791,15318.57705,21723.19396,0.100928168,1
26.91133812,20.68556182,26.20613061,12909.40429,21704.52262,0.071122132,1
40.20745796,33.0083719,34.38083643,3931.232218,28654.11855,0.023147136,1
35.13215358,33.62045028,34.35139365,7600.875251,22465.99458,0.002381201,1
32.71986734,29.19319071,31.61662365,12937.09054,17460.71645,0.120864432,1
19.35776477,28.69403364,36.11639641,8831.738927,25557.46262,0.275501504,1
25.24076281,29.72000899,33.5860193,14665.9149,21851.09452,0.073914809,1
35.20567999,42.55770642,41.14155426,6286.959275,26946.92398,0.114807265,1
14.44117236,26.69336131,33.94988222,6860.723147,23668.70962,0.236382581,1
19.73527138,28.13378353,37.18102923,7652.558387,26020.68516,0.191164006,1
25.55797201,28.77489741,31.48669445,4807.532843,15165.52224,0.207420001,1
25.59125598,30.55762407,33.05135177,10260.6907,19701.11408,0.077108133,1
25.13473365,29.37779238,33.77533368,7743.731289,17462.82201,0.124036951,1
17.23487638,32.40814603,43.02383407,7093.424913,34286.51504,0.252963482,1
30.98770001,26.66317466,22.41261406,11779.19907,19402.99058,0.097933351,1
28.54644145,29.50854204,28.89742127,6573.241663,20624.2855,0.138115299,1
31.30282607,39.51651217,41.27251121,5199.446285,30216.5546,0.137489212,1
28.83502769,30.07833384,35.22532914,10364.36563,21608.56129,0.030302177,1
24.40041778,23.01544862,19.36413984,14096.4223,22227.96336,0.051377765,1
27.8272367,28.11071608,36.08961111,10037.49404,23919.75684,0.110155426,1
15.29371857,27.25875799,31.2348924,12037.85642,19715.65707,0.16600254,1
13.41151362,29.76144323,37.08932873,8972.011305,27279.37502,0.316094876,1
32.1453606,30.89317079,28.20816712,13621.57085,23578.81588,0.081674684,1
37.34731035,36.84096515,36.123222,10144.56268,19549.2862,0.146438646,1
41.92759411,37.42436489,30.93658252,8282.951335,27679.44898,0.052027137,1
20.19667729,26.49151356,29.09166108,13966.14803,20369.66152,0.146623793,1
23.76302289,25.77798108,32.89830132,9966.318801,18993.98546,0.154539947,1
35.61665739,37.31159409,37.4498871,7256.774212,25026.7125,0.156811497,1
39.04244399,39.98866224,41.0821079,5445.179649,28945.05525,0.136348463,1
24.4244968,32.03087377,31.35604293,10676.16105,21662.87201,0.072728392,1
22.00760106,29.59461438,31.62706376,10204.51746,24574.11141,0.166114581,1
21.8362782,21.55448653,21.00054253,14624.25051,21190.02776,0.023083882,1
25.20884117,26.44874861,26.65837551,13167.12008,19896.08731,0.006335353,1
14.77086662,23.67196461,25.4061192,15019.88862,19801.41831,0.262164905,1
20.63892741,29.34345692,29.88809778,12274.75504,16791.77369,0.175661871,1
31.67402832,29.7438583,28.43986242,12198.50811,22904.48202,0.021900734,1
38.86590122,34.11603049,29.9867504,10310.06706,24411.00175,0.064502096,1
24.96967353,30.25392506,33.50739556,13623.10339,28053.43057,0.186092895,1
39.32540397,34.60925973,32.82728791,7991.257702,26226.55256,0.033810306,1
24.68876055,38.4436116,45.88874796,3243.651648,35123.51488,0.186291978,1
22.43206128,22.29026684,27.12777878,15639.3554,18279.94226,0.061934371,1
27.0421276,29.53740172,32.08478069,13397.99737,19616.61217,0.067532304,1
28.7647918,26.52936889,22.295856,14458.19283,21220.10825,0.049124542,1
19.42747096,28.32335691,33.64787231,9957.078221,26316.78023,0.15633715,1
29.79640324,24.93575426,20.48459218,10989.52539,25059.03261,0.081188168,1
24.19287071,31.25970126,35.46621706,14958.68756,22760.90183,0.089218701,1
41.2801975,42.20846189,43.22682442,5496.828477,28680.96016,0.039151146,1
16.87683213,25.70685377,34.65108123,11383.10608,26295.49401,0.212061254,1
36.77425671,37.15159552,40.75825334,9497.026017,21884.10842,0.111933783,1
16.08525478,32.45951041,41.09403508,3765.145721,27169.06768,0.280896305,1
19.39674259,27.40364228,32.20642276,12352.36925,23409.45559,0.193460815,1
24.27644029,28.61471736,36.69361679,7905.0215,25022.53843,0.166370362,1
31.73901546,33.75035837,35.00537577,7557.447367,24174.06773,0.01214782,1
36.80534115,37.46249301,40.26982444,6704.258102,23587.39359,0.037700463,1
38.58402336,39.1621635,39.46095542,14881.57945,20317.63904,0.193741833,1
24.65909028,27.64718851,31.07361219,11105.88398,22828.92549,0.059234525,1
18.71485958,31.92182499,39.44937755,16614.88493,24898.34853,0.270577677,1
26.0868494,30.34384507,33.88387174,8623.219505,21379.53621,0.102783005,1
28.23210545,25.97203271,24.74292334,16126.35812,21119.43929,0.047822674,1
29.0754722,20.87418283,19.40330663,18052.67223,25156.29661,0.098451264,1
32.89074162,37.28373936,42.22731714,7415.065523,26794.41307,0.045947022,1
31.85115314,37.15033172,40.55442951,4080.243998,30978.91738,0.202226234,1
37.95681564,41.50344153,43.23758275,4808.99928,28484.35871,0.143812855,1
18.08372191,28.01525771,36.52348483,10147.19634,27290.01953,0.233403839,1
22.38452127,31.34117407,33.12475714,12112.93535,19470.65841,0.198195373,1
34.85875591,37.03514049,38.60160956,8587.48293,23438.77319,0.019288233,1
37.30649732,39.44104808,41.20510436,14358.78303,25014.34626,0.01005952,1
25.48235777,32.51199504,36.90974026,5542.231383,28481.90612,0.20288362,1
29.17633261,32.01065062,34.79035444,12634.71332,23425.51198,0.065766414,1
30.51674592,21.92165041,17.09130094,15349.64485,25217.25815,0.266971695,1
18.69300932,27.05471278,28.92635283,14000.78744,23424.82244,0.16533159,1
43.9471842,47.64778667,48.02552889,2776.456616,31214.37407,0.199567538,1
27.67495057,33.67552958,39.61410124,7320.736211,26985.84208,0.11833888,1
33.44683378,32.05025555,29.16186542,14487.53316,23798.48354,0.078047122,1
34.80466542,37.82553677,41.88302503,5419.073465,28661.56898,0.030577613,1
24.81049175,32.02129001,36.25984677,4628.159266,16527.46337,0.055104756,1
26.69676514,31.89186397,34.95100222,7438.862918,25957.70265,0.18777359,1
22.76765612,26.36089756,30.09336038,10880.17501,21474.82136,0.048918031,1
22.59347615,29.27578425,35.67907946,9000.138099,26702.26145,0.186720233,1
31.86928192,35.1049052,40.51059766,5724.340315,27055.30081,0.101393838,1
32.2934829,28.50974193,24.95857981,13480.05206,20002.81696,0.186404088,1
24.28751952,25.06982295,28.14994988,7618.99592,17930.07759,0.02077738,1
16.26365076,25.50003033,32.30348969,13076.55937,22346.2471,0.204494047,1
27.405323,36.08207277,41.10865751,7684.701264,27954.11295,0.235691019,1
29.89871651,39.12741238,42.57111396,3422.83659,33758.56737,0.073854921,1
23.50759381,29.5772772,32.60521396,11761.13859,26966.30046,0.152958241,1
38.3160187,41.47818615,42.53202271,5673.909664,27414.07385,0.023533116,1
40.99411597,38.38730894,41.10956632,5230.06115,28009.36397,0.036308317,1
21.63696099,37.43191467,42.35749182,4926.406163,30192.82338,0.201928038,1
17.66805475,27.6122542,30.29380769,11350.05025,25371.00771,0.152373232,1
43.37662705,42.87856627,43.42450923,3178.513271,26875.51527,0.00290737,1
24.07847661,25.88015517,26.4792498,17103.5772,18283.53517,0.042768149,1
